basic_std,table,column,label,order,type,length,displayformat,xmldatatype,xmlcodelist,xmlcodelist_multi,core,origin,role,term,algorithm,qualifiers,comment,IGcomment,class_table,class_column,map_var_flag,fixed_mapping,include_in_raw,nn_internal,value_lvl_where_cols,value_lvl_label_col,value_lvl_collect_ct_val,value_lvl_ct_cdlist_id_col,enrich_build_order,enrich_rule,xmlcodelistvalues
Y,MB,MBSPID,Sponsor-Defined Identifier,110,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,"Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: ORGANISM IDENTIFIER. For organism identification, MBSPID would remain the same each time the same organism is identified in a new specimen.",IDENTIFIERS,__SPID,*,,Y,,,,,,,,
,MB,MBLNKID,Link ID,120,C,40,,text,,,Perm,,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This may be a one-to- one or a one-to-many relationship. For Example: A single tumor may have multiple measurements/assessments performed at each study visit.,IDENTIFIERS,__LNKID,Y,,Y,,,,,,,,
,MB,MBLNKGRP,Link Group ID,130,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This will usually be a many-to-one relationship. For example: Multiple tumor measurements/assessments will contribute to a single response to therapy determination record.,IDENTIFIERS,__LNKGRP,Y,,Y,,,,,,,,
Y,MB,MBTESTCD,Microbiology Test or Finding Short Name,140,C,8,,text,MBTESTCD,,Req,Assigned,Topic,*,,UPPERCASE,,"Short name of the measurement, test, or finding described in MBTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in MBTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST""). MBTESTCD cannot contain characters other than letters, numbers, or underscores. Examples for GRAM STAIN findings: GMNROD, GMNCOC, GMSQEPCE, GMPMNLOW. Examples for CULTURE PLATE findings: ORGANISM.",FINDINGS,__TESTCD,Y,,Y,,,,,,,,
Y,MB,MBTEST,Microbiology Test or Finding Name,150,C,40,,text,MBTEST,,Req,Assigned,SynonymQualifier,*,,MIXEDCASE,,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in MBTEST cannot be longer than 40 characters. Examples: GRAM NEGATIVE RODS, GRAM NEGATIVE COCCI, SQUAMOUS EPITHELIAL CELLS, PMN PER FIELD LOW, ORGANISM PRESENT",FINDINGS,__TEST,Y,,Y,,,,,,,,
Y,MB,MBCAT,Category for Microbiology Finding,160,C,60,,text,,,Perm,Assigned,GroupingQualifier,*,,UPPERCASE,,Used to define a category of related records.,FINDINGS,__CAT,Y,src.cat,Y,,,,,,,,
Y,MB,MBSCAT,Subcategory for Microbiology Finding,170,C,60,,text,,,Perm,Assigned,GroupingQualifier,*,,UPPERCASE,,Used to define a further categorization of MBCAT.,FINDINGS,__SCAT,Y,src.sub_cat,Y,,,,,,,,
Y,MB,MBORRES,Result or Finding in Original Units,180,C,200,,text,,,Exp,,ResultQualifier,,,UPPERCASE,,"Result of the Microbiology measurement or finding as originally received or collected. Examples for GRAM STAIN findings: +3 MODERATE, +2 FEW, <10. Examples for CULTURE PLATE (ORGANISM) findings: KLEBSIELLA PNEUMONIAE, STREPTOCOCCUS PNEUMONIAE.",FINDINGS,__ORRES,Y,,Y,,,,,,,,
Y,MB,MBORRESU,Original Units,190,C,40,,text,UNIT,,Perm,,VariableQualifier,(UNIT),,MIXEDCASE,,Original unit for MBORRES. Example: mcg/mL,FINDINGS,__ORRESU,Y,,Y,,,,,,,,
Y,MB,MBSTRESC,Character Result/Finding in Std Format,200,C,200,,text,,,Exp,,ResultQualifier,,,UPPERCASE,,"Contains the result value for all findings, copied or derived from MBORRES in a standard format or standard units. MBSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in MBSTRESN. For example, if a test has results ""+3 MODERATE"", ""MOD"", and ""MODERATE"" in MBORRES and these results effectively have the same meaning, they could be represented in standard format in MBSTRESC as ""MODERATE"".",FINDINGS,__STRESC,Y,,Y,,,,,,60,sdtme_std_stres_v$$,
Y,MB,MBSTRESN,Numeric Result/Finding in Standard Units,210,N,8,8.3,float,,,Perm,,ResultQualifier,,,,,Used for continuous or numeric results or findings in standard format; copied in numeric format from MBSTRESC. MBSTRESN should store all numeric test results or findings.,FINDINGS,__STRESN,,,,,,,,,60,sdtme_std_stres_v$$,
Y,MB,MBSTRESU,Standard Units,220,C,40,,text,UNIT,,Perm,,VariableQualifier,(UNIT),,MIXEDCASE,,Standardized unit used for MBSTRESC and MBSTRESN.,FINDINGS,__STRESU,,,,,,,,,50,sdtme_std_stresu_v$$,
Y,MB,MBRESCAT,Result Category,230,C,60,,text,,,Exp,,VariableQualifier,*,,UPPERCASE,,"Used to categorize the result of a finding in a standard format. Example for ORGANISM finding: INFECTING, COLONIZER, CONTAMINANT, or NORMAL FLORA.",FINDINGS,__RESCAT,Y,,Y,,,,,,,,
Y,MB,MBSTAT,Completion Status,240,C,40,,text,ND,,Perm,Derived,RecordQualifier,(ND),"Set to NOT DONE if 'ND', 'NA', 'NK' ,' ' have been reported on CRF",UPPERCASE,,"Used to indicate Microbiology was not done, or a test was not done. Should be null or have a value of NOT DONE.",FINDINGS,__STAT,Y,,Y,,,,,,,,
Y,MB,MBREASND,Reason Microbiology Not Performed,250,C,200,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,Reason not done. Used in conjunction with MBSTAT when value is NOT DONE. Examples: BROKEN EQUIPMENT or SUBJECT REFUSED.,FINDINGS,__REASND,Y,,Y,,,,,,,,
Y,MB,MBNAM,Vendor Name,260,C,40,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,Name or identifier of the laboratory or vendor who provides the test results.,FINDINGS,__NAM,Y,,Y,,,,,,,,
Y,MB,MBLOINC,LOINC Code,270,C,200,,text,,,Perm,,SynonymQualifier,*,,UPPERCASE,,1. Dictionary-derived LOINC Code for MBTEST. 2. The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the define.xml external codelist attributes,FINDINGS,__LOINC,Y,,Y,,,,,,,,
Y,MB,MBSPEC,Specimen Type,280,C,80,,text,SPECTYPE,,Perm,,RecordQualifier,(SPECTYPE),,UPPERCASE,,"Defines the type of specimen used for a measurement. Examples: SPUTUM, BLOOD, PUS.",FINDINGS,__SPEC,Y,,Y,,,,,,,,
Y,MB,MBSPCCND,Specimen Condition,290,C,40,,text,SPECCOND,,Perm,,RecordQualifier,(SPECCOND),,UPPERCASE,,Free or standardized text describing the condition of the specimen. Example: CONTAMINATED.,FINDINGS,__SPCCND,Y,,Y,,,,,,,,
Y,MB,MBLOC,Specimen Collection Location,300,C,100,,text,LOC,,Perm,,RecordQualifier,(LOC),,UPPERCASE,,"Location relevant to the collection of the measurement. Examples: LUNG, VEIN, ARM, FOOT",FINDINGS,__LOC,Y,,Y,,,,,,,,
Y,MB,MBMETHOD,Method of Test or Examination,310,C,80,,text,METHOD,,Exp,,RecordQualifier,(METHOD),,UPPERCASE,,"Method of the test or examination. Example: GRAM STAIN, MACRO BROTH DILUTION, AGAR DILUTION",FINDINGS,__METHOD,Y,,Y,,,,,,,,
Y,MB,MBBLFL,Baseline Flag,320,C,2,,text,NY,,Perm,Derived,RecordQualifier,(NY),Baseline flag set to Y when the assessment is collected at the visit marked as baseline in the trial flowchart,UPPERCASE,,"Indicator used to identify a baseline value. The value should be ""Y"" or null.",FINDINGS,__BLFL,,,,,,,,,20,sdtme_std_blfl_v$$,Y
Y,MB,MBDRVFL,Derived Flag,330,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,"Used to indicate a derived record. The value should be Y or null. Records that represent the average of other records or some other derivation, and those that do not come from the CRF, are examples of records that would be derived for the submission datasets. If MBDRVFL=Y, then MBORRES may be null with MBSTRESC and (if numeric) MBSTRESN having the derived value.",FINDINGS,__DRVFL,,,,,,,,,,,Y
,MB,MBEVAL,Evaluator,340,C,40,,text,EVAL,,Perm,,RecordQualifier,(EVAL),,UPPERCASE,,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ADJUDICATION COMMITTEE, INDEPENDENT ASSESSOR, RADIOLOGIST.",FINDINGS,__EVAL,Y,,Y,,,,,,,,
,MB,MBEVALID,Evaluator Identifier,350,C,40,,text,MEDEVAL,,Perm,,VariableQualifier,(MEDEVAL),,UPPERCASE,,Used to distinguish multiple evaluators with the same role recorded in --EVAL. Examples: RADIOLOGIST1 or RADIOLOGIST2,FINDINGS,__EVALID,Y,,Y,,,,,,,,
,MB,MBREPNUM,Repetition Number,360,N,8,,integer,,,Perm,,RecordQualifier,,,,,"The incidence number of a test that is repeated within a given timeframe for the same test. The level of granularity can vary, e.g., within a time point or within a visit. For example, multiple measurements of blood pressure or multiple analyses of a sample.",FINDINGS,__REPNUM,Y,,Y,,,,,,,,
,MB,ETCD,Element Code,370,C,8,,text,,,Req,Assigned,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,"ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.",NN DEFINED,ETCD,,,,,,,,,80,sdtme_std_etcd_v$$,
,MB,ELEMENT,Description of Element,380,C,40,,text,,,Req,Protocol,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,The name of the Element.,NN DEFINED,ELEMENT,,,,,,,,,80,sdtme_std_etcd_v$$,
Y,MB,VISITNUM,Visit Number,390,N,8,8.1,float,,,Exp,Protocol,Timing,,,,,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",TIMING,VISITNUM,,src.vis_id,Y,,,,,,,,
Y,MB,VISIT,Visit Name,400,C,40,,text,,,Perm,Protocol,Timing,,,UPPERCASE,,1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.,TIMING,VISIT,,,,,,,,,30,sdtme_std_visit_v$$,
Y,MB,VISITDY,Planned Study Day of Visit,410,N,8,,integer,,,Perm,Assigned,Timing,,,,Based on TV.VISITDY,Planned study day of the visit based upon RFSTDTC in Demographics.,TIMING,VISITDY,,,,,,,,,40,sdtme_std_visitdy_v$$,
,MB,EPOCH,Epoch,420,C,40,,text,EPOCH,,Perm,Protocol,Timing,(EPOCH),,UPPERCASE,Set based on the SE domain,"Epoch associated with the start date/time of the observation, or the date/time of collection if start date/time is not collected. (See Section 3.2.2).",TIMING,EPOCH,,,,,,,,,70,sdtme_std_epoch_v$$,
Y,MB,MBDTC,Date/Time of Specimen Collection,430,C,64,,datetime,,,Exp,,Timing,ISO 8601,,UPPERCASE DATETIME,,,TIMING,__DTC,Y,,Y,,,,,,,,
Y,MB,MBDY,Study Day of MB Specimen Collection,440,N,8,,integer,,,Perm,Derived,Timing,,"Calculation: = MBDTC - RFSTDTC+1 if MBDTC is on or after RFSTDTC,MBDTC - RFSTDTC if MBDTC precedes RFSTDTC",,,"1. Study day of the specimen collection, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.",TIMING,__DY,,,,,,,,,10,sdtme_std_dy_v$$,
Y,MB,MBTPT,Planned Time Point Name,450,C,80,,text,,,Perm,,Timing,,,UPPERCASE,,"1. Text Description of time when specimen should be taken. 2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See MBTPTNUM and MBTPTREF. Examples: Start, 5 min post.",TIMING,__TPT,Y,,Y,,,,,,,,
Y,MB,MBTPTNUM,Planned Time Point Number,460,N,8,8.1,float,,,Perm,,Timing,,,,,Numerical version of MBTPT to aid in sorting.,TIMING,__TPTNUM,Y,,Y,,,,,,,,
Y,MB,MBELTM,Planned Elapsed Time from Time Point Ref,470,C,64,,text,,,Perm,,Timing,ISO 8601,,UPPERCASE DURATION,,"Planned elapsed time (in ISO 8601) relative to a planned fixed reference (MBTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by MBTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by MBTPTREF.",TIMING,__ELTM,Y,,Y,,,,,,,,
Y,MB,MBTPTREF,Time Point Reference,480,C,40,,text,,,Perm,,Timing,,,UPPERCASE,,"Name of the fixed reference point referred to by MBELTM, MBTPTNUM, and MBTPT. Example: PREVIOUS DOSE.",TIMING,__TPTREF,Y,,Y,,,,,,,,
Y,MB,MBRFTDTC,Date/Time of Reference Time Point,490,C,64,,datetime,,,Perm,,Timing,ISO 8601,,UPPERCASE DATETIME,,"Date/time of the reference time point, MBTPTREF.",TIMING,__RFTDTC,Y,,Y,,,,,,,,
,MH,CDMS_SUB_EVT_NUM,CDMS Repeat Sequence Number,10,N,8,,integer,,,Perm,,RecordQualifier,,,,,,NN DEFINED,CDMS_SUB_EVT_NUM,,src.cdms_sub_evt_num,Y,Y,,,,,,,
,MH,TOPIC_CD,CDW Topic Code,20,C,80,,text,,,Perm,,Topic,,,,,,NN DEFINED,TOPIC_CD,,src.topic_cd,Y,Y,,,,,,,
Y,MH,STUDYID,Study Identifier,30,C,40,,text,,,Req,Protocol,Identifier,,,UPPERCASE,,Unique identifier for a study.,IDENTIFIERS,STUDYID,*,,Y,,,,,,,,
Y,MH,DOMAIN,Domain Abbreviation,40,C,8,,text,,,Req,Assigned,Identifier,MH,,UPPERCASE,,Two-character abbreviation for the domain.,IDENTIFIERS,DOMAIN,*,,Y,,,,,,,,
Y,MH,USUBJID,Unique Subject Identifier,50,C,60,,text,,,Req,Assigned,Identifier,,,UPPERCASE,Concatenation of STUDYID and DM.SUBJID,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,IDENTIFIERS,USUBJID,*,,Y,,,,,,,,
,MH,SPDEVID,Sponsor Device Identifier,60,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Sponsor-defined identifier for a device,IDENTIFIERS,SPDEVID,Y,,Y,,,,,,,,
,MH,POOLID,Pool Identifier,70,C,40,,text,,,Perm,,Identifier,,,UPPERCASE,,,IDENTIFIERS,POOLID,,,,,,,,,,,
Y,MH,MHSEQ,Sequence Number,80,N,8,,integer,,,Req,Derived,Identifier,,Sequential number identifying records within each USUBJID,,,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,IDENTIFIERS,__SEQ,*,,Y,,,,,,,,
Y,MH,MHGRPID,Group ID,90,C,60,,text,,,Perm,,Identifier,,,UPPERCASE,,Used to tie together a block of related records in a single domain for a subject.,IDENTIFIERS,__GRPID,Y,,Y,,,,,,,,
Y,MH,MHREFID,Reference ID,100,C,40,,text,,,Perm,,Identifier,,,UPPERCASE,,Internal or external medical history identifier.,IDENTIFIERS,__REFID,Y,,Y,,,,,,,,
Y,MH,MHSPID,Sponsor-Defined Identifier,110,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a Medical History page.,IDENTIFIERS,__SPID,*,,Y,,,,,,,,
,MH,MHLNKID,Link ID,120,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,,IDENTIFIERS,__LNKID,Y,,Y,,,,,,,,
,MH,MHLNKGRP,Link Group ID,130,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,,IDENTIFIERS,__LNKGRP,Y,,Y,,,,,,,,
Y,MH,MHTERM,Reported Term for the Medical History,140,C,200,,text,,,Req,,Topic,,,UPPERCASE,,Verbatim or preprinted CRF term for the medical condition or event.,EVENTS,__TERM,Y,,Y,,,,,,,,
Y,MH,MHMODIFY,Modified Reported Term,150,C,200,,text,,,Perm,,SynonymQualifier,,,UPPERCASE,,"If MHTERM is modified to facilitate coding, then MHMODIFY will contain the modified text.",EVENTS,__MODIFY,Y,,Y,,,,,,,,
,MH,MHLLT,Lowest Level Term,160,C,200,,text,,,Exp,Assigned,VariableQualifier,MedDRA,,MIXEDCASE,,,EVENTS,__LLT,,,,,,,,,40,sdtme_std_cd_v$$,
,MH,MHLLTCD,Lowest Level Term Code,170,N,8,,integer,,,Exp,Assigned,VariableQualifier,MedDRA,,,,Dictionary-derived code for the Lowest Level Term.,EVENTS,__LLTCD,Y,,Y,,,,,,40,sdtme_std_cd_v$$,
Y,MH,MHDECOD,Dictionary-Derived Term,180,C,200,,text,,,Perm,Assigned,SynonymQualifier,*,,MIXEDCASE,,Dictionary-derived text description of MHTERM or MHMODIFY. Equivalent to the Preferred Term (PT in MedDRA). The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the define.xml external codelist attributes.,EVENTS,__DECOD,,,,,,,,,40,sdtme_std_cd_v$$,
,MH,MHPTCD,Preferred Term Code,190,N,8,,integer,,,Exp,Assigned,VariableQualifier,MedDRA,,,,,EVENTS,__PTCD,,,,,,,,,40,sdtme_std_cd_v$$,
,MH,MHHLT,High Level Term,200,C,200,,text,,,Exp,Assigned,VariableQualifier,MedDRA,,MIXEDCASE,,,EVENTS,__HLT,,,,,,,,,40,sdtme_std_cd_v$$,
,MH,MHHLTCD,High Level Term Code,210,N,8,,integer,,,Exp,Assigned,VariableQualifier,MedDRA,,,,,EVENTS,__HLTCD,,,,,,,,,40,sdtme_std_cd_v$$,
,MH,MHHLGT,High Level Group Term,220,C,200,,text,,,Exp,Assigned,VariableQualifier,MedDRA,,MIXEDCASE,,,EVENTS,__HLGT,,,,,,,,,40,sdtme_std_cd_v$$,
,MH,MHHLGTCD,High Level Group Term Code,230,N,8,,integer,,,Exp,Assigned,VariableQualifier,MedDRA,,,,,EVENTS,__HLGTCD,,,,,,,,,40,sdtme_std_cd_v$$,
Y,MH,MHCAT,Category for Medical History,240,C,60,,text,MHCAT,,Perm,Assigned,GroupingQualifier,*,,UPPERCASE,,Used to define a category of related records. Examples: CARDIAC or GENERAL,EVENTS,__CAT,Y,src.cat,Y,,,,,,,,
Y,MH,MHSCAT,Subcategory for Medical History,250,C,60,,text,MHSCAT,,Perm,Assigned,GroupingQualifier,*,,UPPERCASE,,A further categorization of the condition or event.,EVENTS,__SCAT,Y,src.sub_cat,Y,,,,,,,,
Y,MH,MHPRESP,Medical History Event Pre-Specified,260,C,2,,text,NY,,Perm,,VariableQualifierof__TERM,(NY),,UPPERCASE,,"A value of ""Y"" indicates that this medical history event was pre-specified on the CRF. Values are null for spontaneously reported events (i.e., those collected as free- text verbatim terms)",EVENTS,__PRESP,Y,,Y,,,,,,,,Y
Y,MH,MHOCCUR,Medical History Occurrence,270,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,Used when the occurrence of specific medical history conditions is solicited to indicate whether or not (Y/N) a medical condition (MHTERM) had ever occurred. Values are null for spontaneously reported events.,EVENTS,__OCCUR,Y,,Y,,,,,,,,Y|N
Y,MH,MHSTAT,Completion Status,280,C,40,,text,ND,,Perm,Derived,RecordQualifier,(ND),"Set to NOT DONE if 'ND', 'NA', 'NK' ,' ' have been reported on CRF",UPPERCASE,,The status indicates that the pre-specified question was not asked/answered.,EVENTS,__STAT,Y,,Y,,,,,,,,
Y,MH,MHREASND,Reason Not Done,290,C,200,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,Reason the question was not asked/answered or an intervention did not occur. Used in conjunction with negation indicators --STAT of 'NOT DONE' or --OCCUR of 'N',EVENTS,__REASND,Y,,Y,,,,,,,,
Y,MH,MHBODSYS,Body System or Organ Class,300,C,200,,text,,,Perm,Assigned,RecordQualifier,MedDRA,,MIXEDCASE,,"Dictionary-derived. Body system or organ class that is involved in an event or measurement from a standard hierarchy (e.g., MedDRA). When using a multi-axial dictionary such as MedDRA, this should contain the SOC used for the sponsor's analyses and summary tables which may not necessarily be the primary SOC.",EVENTS,__BODSYS,,,,,,,,,40,sdtme_std_cd_v$$,
,MH,MHBDSYCD,Body System or Organ Class Code,310,N,8,,integer,,,Perm,Assigned,VariableQualifier,MedDRA,,,,,EVENTS,__BDSYCD,,,,,,,,,40,sdtme_std_cd_v$$,
,MH,MHSOC,Primary System Organ Class,320,C,200,,text,,,Perm,Assigned,VariableQualifier,MedDRA,,MIXEDCASE,,,EVENTS,__SOC,,,,,,,,,40,sdtme_std_cd_v$$,
,MH,MHSOCCD,Primary System Organ Class Code,330,N,8,,integer,,,Perm,Assigned,VariableQualifier,MedDRA,,,,,EVENTS,__SOCCD,,,,,,,,,40,sdtme_std_cd_v$$,
,MH,MHLOC,Location of Event,340,C,40,,text,LOC,,Perm,,RecordQualifier,(LOC),,UPPERCASE,,,EVENTS,__LOC,Y,,Y,,,,,,,,
,MH,MHLAT,Laterality,350,C,40,,text,LAT,,Perm,,VariableQualifier,(LAT),,UPPERCASE,,"Qualifier for anatomical location further detailing laterality. Examples: RIGHT, LEFT, BILATERAL",EVENTS,__LAT,Y,,Y,,,,,,,,
,MH,MHSEV,Severity/Intensity,360,C,80,,text,,,Perm,,RecordQualifier,*,,UPPERCASE,,,EVENTS,__SEV,Y,,Y,,,,,,,,
,MH,MHSER,Serious Event,370,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,,EVENTS,__SER,Y,,Y,,,,,,,,
,MH,MHACN,Action Taken with Study Treatment,380,C,40,,text,ACN,,Perm,,RecordQualifier,(ACN),,UPPERCASE,,,EVENTS,__ACN,Y,,Y,,,,,,,,
,MH,MHACNOTH,Other Action Taken,390,C,200,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,,EVENTS,__ACNOTH,Y,,Y,,,,,,,,
,MH,MHREL,Causality,400,C,80,,text,,,Perm,,RecordQualifier,*,,UPPERCASE,,,EVENTS,__REL,Y,,Y,,,,,,,,
,MH,MHRELNST,Relationship to Non-Study Treatment,410,C,40,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,,EVENTS,__RELNST,,,,,,,,,,,
,MH,MHPATT,Pattern of Event,420,C,80,,text,,,Perm,,RecordQualifier,*,,UPPERCASE,,,EVENTS,__PATT,,,,,,,,,,,
