basic_std;table;column;label;order;type;length;displayformat;xmldatatype;xmlcodelist;xmlcodelist_multi;core;origin;origintype;originsource;role;term;algorithm;qualifiers;isnotcdiscstd;comment;IGcomment;class_table;class_column;map_var_flag;fixed_mapping;include_in_raw;nn_internal;value_lvl_where_cols;value_lvl_label_col;value_lvl_collect_ct_val;value_lvl_ct_cdlist_id_col;enrich_build_order;enrich_rule;xmlcodelistvalues
;FAXB;ELEMENT;Description of Element;450;C;40;;text;;;Req;Protocol;Protocol;Sponsor;Record Qualifier;*;;UPPERCASE;;Set based on the SE domain;The name of the Element.;NN DEFINED;ELEMENT;;;;;;;;;90;sdtme_std_etcd_v$$;
;FAXB;VISITNUM;Visit Number;460;N;8;9,3;float;;;Exp;Protocol;Protocol;Sponsor;Timing;;;;;;1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.;TIMING;VISITNUM;Y;;Y;;;;;;;;
;FAXB;VISIT;Visit Name;470;C;40;;text;;;Perm;Protocol;Protocol;Sponsor;Timing;;;UPPERCASE;;;1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.;TIMING;VISIT;;;;;;;;;30;sdtme_std_visit_v$$;
;FAXB;VISITDY;Planned Study Day of Visit;480;N;8;;integer;;;Perm;Assigned;Assigned;Sponsor;Timing;;;;;Based on TV.VISITDY;Planned study day of the visit based upon RFSTDTC in Demographics.;TIMING;VISITDY;;;;;;;;;40;sdtme_std_visitdy_v$$;
;FAXB;TAETORD;Planned Order of Element within Arm;490;N;8;;integer;;;Perm;Protocol;Protocol;Sponsor;Timing;;;;;;Number that gives the planned order of the Element within the Arm for the element in which the assessment was made;TIMING;TAETORD;;;;;;;;;;;
;FAXB;EPOCH;Epoch;500;C;40;;text;EPOCH;;Perm;Protocol;Protocol;Sponsor;Timing;(EPOCH);;UPPERCASE;;Set based on the SE domain;Epoch associated with the start date/time of the observation, or the date/time of collection if start date/time is not collected. (See Section 3.2.2).;TIMING;EPOCH;;;;;;;;;80;sdtme_std_epoch_v$$;
;FAXB;FADTC;Date/Time of Collection;510;C;64;;datetime;;;Perm;;Collected;;Timing;ISO 8601;;UPPERCASE DATETIME;;;;TIMING;__DTC;Y;;Y;;;;;;;;
;FAXB;FAENDTC;End Date/Time of Observation;520;C;64;;datetime;;;Perm;;Collected;;Timing;ISO 8601;;UPPERCASE DATETIME;;;End date/time of the observation represented in IS0 8601 character format.;TIMING;__ENDTC;Y;;Y;;;;;;;;
;FAXB;FADY;Study Day of Collection;530;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If FADTC GE RFSTDTC then FADY=FADTC-RFSTDTC+1; otherwise FADY=FADTC-RFSTDTC.";;;;1. Study day of collection, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.;TIMING;__DY;;;;;;;;;10;sdtme_std_dy_v$$;
;FAXB;FAENDY;Study Day of End of Observation;540;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If FAENDTC GE RFSTDTC then FAENDY=FAENDTC-RFSTDTC+1; otherwise FAENDY=FAENDTC-RFSTDTC.";;;;Actual study day of end of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.;TIMING;__ENDY;;;;;;;;;10;sdtme_std_dy_v$$;
;FAXB;FATPT;Planned Time Point Name;550;C;80;;text;;;Perm;;;;Timing;;;UPPERCASE;;;Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See --TPTNUM and -- TPTREF.;TIMING;__TPT;Y;;Y;;;;;;;;
;FAXB;FATPTNUM;Planned Time Point Number;560;N;8;8,1;float;;;Perm;;;;Timing;;;;;;;TIMING;__TPTNUM;Y;;Y;;;;;;;;
;FAXB;FAELTM;Planned Elapsed Time from Time Point Ref;570;C;64;;text;;;Perm;;;;Timing;ISO 8601;;UPPERCASE DURATION;;;"Planned Elapsed time in ISO 8601 character format relative to a planned fixed reference (--TPTREF) such as ""Previous Dose"" or ""Previous Meal"". This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration.";TIMING;__ELTM;Y;;Y;;;;;;;;
;FAXB;FATPTREF;Time Point Reference;580;C;40;;text;;;Perm;;;;Timing;;;UPPERCASE;;;;TIMING;__TPTREF;Y;;Y;;;;;;;;
;FAXB;FARFTDTC;Date/Time of Reference Time Point;590;C;64;;datetime;;;Perm;;;;Timing;ISO 8601;;UPPERCASE DATETIME;;;Date/time for a fixed reference time point defined by --TPTREF in ISO 8601 character format.;TIMING;__RFTDTC;Y;;Y;;;;;;;;
;FT;CDMS_SUB_EVT_NUM;CDMS Repeat Sequence Number;10;N;8;;integer;;;Perm;;;;Record Qualifier;;;;;;;NN DEFINED;CDMS_SUB_EVT_NUM;;subevnum;Y;Y;;;;;;;
;FT;SRC_FIND_COLL_UNIT;CDW SRC Finding Collection Unit;20;C;80;;text;;;Perm;;;;Record Qualifier;;;;;;;NN DEFINED;SRC_FIND_COLL_UNIT;;unitcoll;Y;Y;;;;;;;
;FT;TOPIC_CD;CDW Topic Code;30;C;80;;text;;;Perm;;;;Topic;;;;;;;NN DEFINED;TOPIC_CD;;topiccd;Y;Y;;;;;;;
Y;FT;STUDYID;Study Identifier;40;C;40;;text;;;Req;Protocol;Protocol;Sponsor;Identifier;;;UPPERCASE;;;Unique identifier for a study.;IDENTIFIERS;STUDYID;*;;Y;;;;;;;;
Y;FT;DOMAIN;Domain Abbreviation;50;C;8;;text;;;Req;Assigned;Assigned;Sponsor;Identifier;FT;;UPPERCASE;;;Two-character abbreviation for the domain.;IDENTIFIERS;DOMAIN;*;;Y;;;;;;;;
Y;FT;USUBJID;Unique Subject Identifier;60;C;60;;text;;;Req;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;Concatenation of STUDYID and DM.SUBJID;Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.;IDENTIFIERS;USUBJID;*;;Y;;;;;;;;
Y;FT;SPDEVID;Sponsor Device Identifier;70;C;80;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Sponsor-defined identifier for a device;IDENTIFIERS;SPDEVID;Y;;Y;;;;;;;;
Y;FT;FTSEQ;Sequence Number;80;N;8;;integer;;;Req;Assigned;Assigned;Sponsor;Identifier;;;;;;Sequence number to ensure uniqueness of records within a dataset for a subject. May be any valid number.;IDENTIFIERS;__SEQ;*;;Y;;;;;;;;
Y;FT;FTGRPID;Group ID;90;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Optional group identifier, used to link together a block of related records within a subject in a domain.;IDENTIFIERS;__GRPID;Y;;Y;;;;;;;;
;FT;FTREFID;Reference ID;100;C;40;;text;;;Perm;;Collected;;Identifier;;;UPPERCASE;;;Optional internal or external identifier.;IDENTIFIERS;__REFID;Y;;Y;;;;;;;;
Y;FT;FTSPID;Sponsor-Defined Identifier;110;C;40;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Sponsor-defined identifier. Perhaps preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number from the test page.;IDENTIFIERS;__SPID;*;;Y;;;;;;;;
;FT;FTLNKID;Link ID;120;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Identifier used to link related records across domains. This may be a one-to- one or a one-to-many relationship. For Example: A single tumor may have multiple measurements/assessments performed at each study visit.;IDENTIFIERS;__LNKID;Y;;Y;;;;;;;;
;FT;FTLNKGRP;Link Group ID;130;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Identifier used to link related records across domains. This will usually be a many-to-one relationship. For example: Multiple tumor measurements/assessments will contribute to a single response to therapy determination record.;IDENTIFIERS;__LNKGRP;Y;;Y;;;;;;;;
Y;FT;FTTESTCD;Short Name of Test;140;C;8;;text;FTTESTCD;Y;Req;;Assigned;Sponsor;Topic;*;;UPPERCASE;;;"Short character value for FTTEST, which can be used as a column name when converting a dataset from a vertical format to a horizontal format. The value cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). FTTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""W250101"", ""W25F0102"".";FINDINGS;__TESTCD;Y;;Y;;;;;;;;
Y;FT;FTTEST;Name of Test;150;C;40;;text;FTTEST;Y;Req;;Assigned;Sponsor;Synonym Qualifier;*;;MIXEDCASE;;;"Verbatim name of the question used to obtain the finding. The value in FTTEST cannot be longer than 40 characters. Examples: ""W2501-25 Foot Walk Time"", ""W25F-More Than Two Attempts"".";FINDINGS;__TEST;Y;;Y;;;;;;;;
Y;FT;FTCAT;Category;160;C;60;;text;FTCAT;;Req;;Assigned;Sponsor;Grouping Qualifier;(FTCAT);;UPPERCASE;;;Used to specify the functional test in which the functional test identified by FTTEST and FTTESTCD was included.;FT;__CAT;Y;;Y;;;;;;;;
Y;FT;FTSCAT;Subcategory;170;C;60;;text;;;Perm;;Assigned;Sponsor;Grouping Qualifier;*;;UPPERCASE;;;Used to define a further categorization of FTCAT values.;FINDINGS;__SCAT;Y;;Y;;;;;;;;
Y;FT;FTPOS;Position of Subject During Observation;180;C;40;;text;POSITION;;Perm;;;;Record Qualifier;(POSITION);;UPPERCASE;;;Position of the subject during a measurement or examination. Examples: SUPINE, STANDING, SITTING.;FINDINGS;__POS;Y;;Y;;;;;;;;
Y;FT;FTORRES;Result or Finding in Original Units;190;C;200;;text;;;Exp;;;;Result Qualifier;;;UPPERCASE;;;Result of the measurement or finding as originally received or collected.;FINDINGS;__ORRES;Y;;Y;;;;;;;;
Y;FT;FTORRESU;Original Units;200;C;40;;text;UNIT;;Perm;;;;Variable Qualifier;(UNIT);;MIXEDCASE;;;Original units in which the data were collected. Unit for FTORRES.;FINDINGS;__ORRESU;;unitcoll;Y;;;;;;;;
Y;FT;FTSTRESC;Result or Finding in Standard Format;210;C;200;;text;;;Exp;Derived;Derived;Sponsor;Result Qualifier;;!!!;UPPERCASE;;;"Contains the result value for all findings, copied or derived from FTORRES in a standard format or in standard units. FTSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in FTSTRESN.";FINDINGS;__STRESC;Y;;Y;;;;;;70;sdtme_std_res_v$$;
Y;FT;FTSTRESN;Numeric Result/Finding in Standard Units;220;N;8;8,3;float;;;Perm;Derived;Derived;Sponsor;Result Qualifier;;!!!;;;;"Used for continuous or numeric results or findings in standard format; copied in numeric format from --STRESC. --STRESN should store all numeric test results or findings.";FINDINGS;__STRESN;;;;;;;;;70;sdtme_std_res_v$$;
Y;FT;FTSTRESU;Standard Units;230;C;40;;text;UNIT;;Perm;;;;Variable Qualifier;(UNIT);;MIXEDCASE;;;Standardized units used for FTSTRESC and FTSTRESN.;FINDINGS;__STRESU;;;;;;;;;70;sdtme_std_res_v$$;
Y;FT;FTSTAT;Completion Status;240;C;40;;text;ND;;Perm;;;;Record Qualifier;(ND);;UPPERCASE;;;Used to indicate that a question was not asked or a test was not done, or a test was attempted but did not generate a result. Should be null or have a value of NOT DONE.;FINDINGS;__STAT;Y;;Y;;;;;;;;
Y;FT;FTREASND;Reason Not Done;250;C;200;;text;;;Perm;;;;Record Qualifier;;;UPPERCASE;;;"Describes why a test was not done, or a test was attempted but did not generate a result. Used in conjunction with FTSTAT when value is ""NOT DONE"".";FINDINGS;__REASND;Y;;Y;;;;;;;;
Y;FT;FTXFN;External File Path;260;C;200;;text;;;Perm;;;;Record Qualifier;;;UPPERCASE;;;File path to an external file.;FINDINGS;__XFN;;;;;;;;;;;
Y;FT;FTNAM;Vendor Name;270;C;40;;text;;;Perm;;;;Record Qualifier;;;UPPERCASE;;;Name or identifier of the vendor or laboratory that provided the test results.;FINDINGS;__NAM;Y;;Y;;;;;;;;
Y;FT;FTMETHOD;Method of Test;280;C;80;;text;METHOD;;Perm;;;;Record Qualifier;(METHOD);;UPPERCASE;;;Method of the test.;FINDINGS;__METHOD;Y;;Y;;;;;;;;
Y;FT;FTLOBXFL;Last Observation Before Exposure Flag;290;C;1;;text;NY;;Exp;;;;Record Qualifier;(NY);;UPPERCASE;;;"Operationally-derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null.";FINDINGS;__LOBXFL;;;;;;;;;;;Y
Y;FT;FTBLFL;Baseline Flag;300;C;2;;text;NY;;Perm;Derived;Derived;Sponsor;Record Qualifier;(NY);Baseline flag set to Y when the assessment is collected at the visit marked as baseline in the trial flowchart;UPPERCASE;;;"A baseline defined by the sponsor (could be derived in the same manner as FTLOBXFL or ABLFL, but is not required to be). The value should be ""Y"" or null. Note that FTBLFL is retained for backward compatibility. The authoritative baseline flag for statistical analysis is in an ADaM dataset.";FINDINGS;__BLFL;;;;;;;;;20;sdtme_std_blfl_v$$;Y
Y;FT;FTDRVFL;Derived Flag;310;C;2;;text;NY;;Perm;;;;Record Qualifier;(NY);;UPPERCASE;;;"Used to indicate a derived record (e.g., a record that represents the average of other records such as a computed baseline). Should be ""Y"" or null.";FINDINGS;__DRVFL;;;;;;;;;;;Y
Y;FT;FTEVAL;Evaluator;320;C;40;;text;EVAL;;Perm;;;;Record Qualifier;(EVAL);;UPPERCASE;;;"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ""ADJUDICATION COMMITTEE"", ""INDEPENDENT ASSESSOR"", ""RADIOLOGIST"".";FINDINGS;__EVAL;Y;;Y;;;;;;;;
;FT;FTEVALID;Evaluator Identifier;330;C;40;;text;MEDEVAL;;Perm;;;;Variable Qualifier;(MEDEVAL);;UPPERCASE;;;Used to distinguish multiple evaluators with the same role recorded in --EVAL. Examples: RADIOLOGIST1 or RADIOLOGIST2;FINDINGS;__EVALID;Y;;Y;;;;;;;;
Y;FT;FTREPNUM;Repetition Number;340;N;8;;integer;;;Perm;;;;Record Qualifier;;;;;;The incidence number of a test that is repeated within a given timeframe for the same test. The level of granularity can vary, e.g., within a time point or within a visit. For example, multiple measurements of blood pressure or multiple analyses of a sample.;FINDINGS;__REPNUM;Y;;Y;;;;;;;;
;FT;ETCD;Element Code;350;C;8;;text;;;Req;Assigned;Assigned;Sponsor;Record Qualifier;*;;UPPERCASE;;;ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.;NN DEFINED;ETCD;;;;;;;;;100;sdtme_std_etcd_v$$;
;FT;ELEMENT;Description of Element;360;C;40;;text;;;Req;Protocol;Protocol;Sponsor;Record Qualifier;*;;UPPERCASE;;Set based on the SE domain;The name of the Element.;NN DEFINED;ELEMENT;;;;;;;;;100;sdtme_std_etcd_v$$;
Y;FT;VISITNUM;Visit Number;370;N;8;9,3;float;;;Exp;Protocol;Protocol;Sponsor;Timing;;;;;;Clinical encounter number. Numeric version of VISIT, used for sorting.;TIMING;VISITNUM;Y;;Y;;;;;;;;
Y;FT;VISIT;Visit Name;380;C;40;;text;;;Perm;Protocol;Protocol;Sponsor;Timing;;;UPPERCASE;;;Protocol-defined description of a clinical encounter.;TIMING;VISIT;;;;;;;;;30;sdtme_std_visit_v$$;
Y;FT;VISITDY;Planned Study Day of Visit;390;N;8;;integer;;;Perm;Assigned;Assigned;Sponsor;Timing;;;;;Based on TV.VISITDY;Planned study day of VISIT based upon RFSTDTC in Demographics. Should be an integer.;TIMING;VISITDY;;;;;;;;;80;sdtme_std_visitdy_v$$;
Y;FT;TAETORD;Planned Order of Element within Arm;400;N;8;;integer;;;Perm;Protocol;Protocol;Sponsor;Timing;;;;;;Number that gives the planned order of the Element within the Arm for the element in which the assessment was made.;TIMING;TAETORD;;;;;;;;;;;
Y;FT;EPOCH;Epoch;410;C;40;;text;EPOCH;;Perm;Protocol;Protocol;Sponsor;Timing;(EPOCH);;UPPERCASE;;Set based on the SE domain;Epoch associated with the observation date/time of the functional tests finding.;TIMING;EPOCH;;;;;;;;;90;sdtme_std_epoch_v$$;
Y;FT;FTDTC;Date/Time of Test;420;C;64;;datetime;;;Exp;;Collected;;Timing;ISO 8601;;UPPERCASE DATETIME;;;Collection date and time of functional test.;TIMING;__DTC;Y;;Y;;;;;;;;
;FT;FTENDTC;End Date/Time of Observation;430;C;64;;datetime;;;Perm;;Collected;;Timing;ISO 8601;;UPPERCASE DATETIME;;;End date/time of the observation represented in IS0 8601 character format.;TIMING;__ENDTC;Y;;Y;;;;;;;;
Y;FT;FTDY;Study Day of Test;440;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If FTDTC GE RFSTDTC then FTDY=FTDTC-RFSTDTC+1; otherwise FTDY=FTDTC-RFSTDTC.";;;;Actual study day of test expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.;TIMING;__DY;;;;;;;;;10;sdtme_std_dy_v$$;
;FT;FTENDY;Study Day of End of Observation;450;N;8;;integer;;;Perm;Derived;Derived;Sponsor;Timing;;"If FTENDTC GE RFSTDTC then FTENDY=FTENDTC-RFSTDTC+1; otherwise FTENDY=FTENDTC-RFSTDTC.";;;;Actual study day of end of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.;TIMING;__ENDY;;;;;;;;;10;sdtme_std_dy_v$$;
Y;FT;FTTPT;Planned Time Point Name;460;C;80;;text;;;Perm;;;;Timing;;;UPPERCASE;;;Text description of time when a measurement or observation should be taken, as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See FTTPTNUM and FTTPTREF.;TIMING;__TPT;Y;;Y;;;;;;;;
Y;FT;FTTPTNUM;Planned Time Point Number;470;N;8;8,1;float;;;Perm;;;;Timing;;;;;;Numeric version of planned time point used in sorting.;TIMING;__TPTNUM;Y;;Y;;;;;;;;
Y;FT;FTELTM;Planned Elapsed Time from Time Point Ref;480;C;64;;text;;;Perm;;;;Timing;ISO 8601;;UPPERCASE DURATION;;;Planned elapsed time relative to a planned fixed reference (FTTPTREF). Not a clock time or a date/time variable, but an interval, represented as ISO duration.represented as ISO duration.;TIMING;__ELTM;Y;;Y;;;;;;;;
Y;FT;FTTPTREF;Time Point Reference;490;C;40;;text;;;Perm;;;;Timing;;;UPPERCASE;;;"Description of the fixed reference point referred to by FTELTM, FTTPTNUM, and FTTPT. Examples: ""PREVIOUS DOSE"", ""PREVIOUS MEAL"".";TIMING;__TPTREF;Y;;Y;;;;;;;;
Y;FT;FTRFTDTC;Date/Time of Reference Time Point;500;C;64;;datetime;;;Perm;;;;Timing;ISO 8601;;UPPERCASE DATETIME;;;Date/time for a fixed reference time point defined by FTTPTREF.;TIMING;__RFTDTC;Y;;Y;;;;;;;;
;FT;FTEVLINT;Evaluation Interval;510;C;64;;text;;;Perm;CRF;Collected;Investigator;Timing;ISO 8601;;UPPERCASE DURATION;;;"Duration of interval associated with an observation such as a finding --TESTCD. Usually used with --DTC to describe an interval of this duration that ended at the time represented in --DTC. Example: ""-P2M"" to represent a period of the past 2 months as the evaluation interval for a question from a questionnaire.";TIMING;__EVLINT;Y;;Y;;;;;;;;
;FT;FTEVINTX;Evaluation Interval Text;520;C;40;;text;;;Perm;CRF;Collected;Investigator;Timing;;;UPPERCASE;;;"Evaluation interval associated with an observation, where the interval is not able to be represented in ISO 8601 format. Examples: ""LIFETIME"", ""LAST NIGHT"", ""RECENTLY"", ""OVER THE LAST FEW WEEKS"".";TIMING;__EVINTX;Y;;Y;;;;;;;;
;HO;TOPIC_CD;CDW Topic Code;10;C;80;;text;;;Perm;;;;Topic;;;;;;;NN DEFINED;TOPIC_CD;;topiccd;Y;Y;;;;;;;
Y;HO;STUDYID;Study Identifier;20;C;40;;text;;;Req;Protocol;Protocol;Sponsor;Identifier;;;UPPERCASE;;;Unique identifier for a study.;IDENTIFIERS;STUDYID;*;;Y;;;;;;;;
Y;HO;DOMAIN;Domain Abbreviation;30;C;8;;text;;;Req;Assigned;Assigned;Sponsor;Identifier;HO;;UPPERCASE;;;Two-character abbreviation for the domain.;IDENTIFIERS;DOMAIN;*;;Y;;;;;;;;
Y;HO;USUBJID;Unique Subject Identifier;40;C;60;;text;;;Req;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;Concatenation of STUDYID and DM.SUBJID;Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.;IDENTIFIERS;USUBJID;*;;Y;;;;;;;;
;HO;SPDEVID;Sponsor Device Identifier;50;C;80;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Sponsor-defined identifier for a device;IDENTIFIERS;SPDEVID;Y;;Y;;;;;;;;
Y;HO;HOSEQ;Sequence Number;60;N;8;;integer;;;Req;Assigned;Assigned;Sponsor;Identifier;;Sequential number identifying records within each USUBJID;;;;Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.;IDENTIFIERS;__SEQ;*;;Y;;;;;;;;
Y;HO;HOGRPID;Group ID;70;C;60;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Used to tie together a block of related records in a single domain for a subject.;IDENTIFIERS;__GRPID;Y;;Y;;;;;;;;
Y;HO;HOREFID;Reference ID;80;C;40;;text;;;Perm;;Collected;;Identifier;;;UPPERCASE;;;Internal or external healthcare encounter identifier.;IDENTIFIERS;__REFID;Y;;Y;;;;;;;;
Y;HO;HOSPID;Sponsor-Defined Identifier;90;C;40;;text;;;Perm;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Sponsor-defined identifier. It may be pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a Healthcare encounters page.;IDENTIFIERS;__SPID;*;;Y;;;;;;;;
